CustomerID,Name,Email,Age,SignupDate,Country,PurchaseAmount
44,Tristan Dennis,williamsnancy@example.net,35,2025-01-10,Dominican Republic,158.7
45,Katrina Gould,gregorystewart@example.com,63,2022-01-04,Lao People's Democratic Republic,98.86
46,Jeffrey Davies,nancycarter@example.net,53,2023-09-18,Nauru,231.13
47,Tyrone Cortez,conwaychristina@example.com,50,2022-03-20,British Virgin Islands,54.0
48,Crystal Charles,angela01@example.org,46,2024-09-16,French Guiana,177.43
49,Joshua Forbes,jamesreilly@example.org,65,2021-06-29,Tunisia,48.32
50,Cynthia Rivas,jorgesantiago@example.com,27,2022-10-22,San Marino,173.14
51,Beth Gates,anthony04@example.org,32,2025-06-17,Dominican Republic,16.67
52,Erica Esparza,bcollins@example.com,60,2022-03-09,Saint Martin,158.94
53,Brenda Mason,qsanders@example.com,37,2022-04-11,Saint Barthelemy,7.31
54,Jennifer Gonzalez,adamowens@example.org,48,2024-01-09,Ghana,62.01
55,Gwendolyn Heath,richard99@example.net,21,2022-02-27,Lesotho,13.82
56,Jessica Young,smithlinda@example.org,62,2021-01-30,Morocco,53.7
57,James Williams,katherine83@example.net,60,2025-05-13,Micronesia,2.3
58,Kelly Quinn,wrighterin@example.org,19,2022-09-05,Libyan Arab Jamahiriya,35.31
59,Kathryn Long,vvelazquez@example.net,44,2024-05-04,Sierra Leone,98.83
60,Ashley Cherry,kday@example.org,56,2022-04-03,Bolivia,56.1
61,Dale King Jr.,joshua55@example.net,55,2023-11-20,Lesotho,27.99
62,Jason Cruz,joytorres@example.org,67,2022-04-11,Lesotho,468.44
63,Deborah Green,heatherwade@example.org,39,2023-10-20,Gambia,41.49
64,Kimberly Wiggins,matthew60@example.org,57,2024-02-21,Falkland Islands (Malvinas),9.78
65,Kelly Bailey,dbutler@example.com,56,2020-09-18,American Samoa,58.13
66,Chad Wilson,nathan39@example.com,64,2021-04-20,Togo,29.89
67,Joan Frederick,oliveramy@example.org,42,2023-10-19,Andorra,96.33
68,Dr. Edwin Smith,elizabethgentry@example.org,57,2023-01-14,Montserrat,48.29
69,Dennis Thomas,robertaperez@example.org,50,2023-11-17,Congo,518.06
70,Sandra Adams,melissaduffy@example.org,54,2024-05-11,Angola,195.52
71,Anthony Gallegos,martinezmarie@example.net,58,2021-11-07,Bouvet Island (Bouvetoya),241.92
72,Jason Hayes,christopher46@example.org,39,2021-09-21,British Virgin Islands,18.05
73,Sara Barron,williamolson@example.net,28,2020-09-09,Ecuador,70.22
74,Kevin Perez,mike55@example.com,23,2025-07-01,Honduras,34.54
75,Ryan Wilkinson,sjimenez@example.org,37,2023-09-24,Lesotho,173.67
76,Jacob Harris,waregabriel@example.com,19,2020-11-18,Angola,0.12
77,Jennifer Foster,williamparker@example.net,67,2025-07-09,French Guiana,66.61
78,Emily Jones,stevenssarah@example.net,18,2021-07-08,Ghana,17.84
79,Devin Davenport,dosborn@example.com,68,2021-07-18,Burundi,74.78
80,Stacie Ramos,andrew48@example.org,26,2023-12-26,China,45.39
81,Amanda Jones DDS,johnbailey@example.net,27,2021-07-06,Dominica,36.57
82,Mr. William Lawson DDS,samanthasmith@example.net,60,2024-05-22,Nauru,66.04
83,Cameron Nicholson,jessica77@example.org,66,2025-07-23,Israel,1.79
84,Danielle Kelly,carrie44@example.net,18,2023-09-12,Peru,194.75
85,Wendy Lowe,henryanthony@example.org,45,2022-10-02,New Caledonia,64.39
86,Krystal Scott,jennifer20@example.org,62,2023-11-11,Bolivia,197.73
87,David Burns,johnsonemily@example.com,52,2023-11-04,Iran,51.73
88,Paul Torres,billygardner@example.org,54,2025-03-27,Greece,132.86
89,Sean Miller,cynthia01@example.com,19,2020-12-16,Korea,228.24
90,Lori Jones,williamjordan@example.org,66,2024-08-14,Morocco,29.28
91,Susan Thompson,karina19@example.com,43,2022-09-17,Mayotte,74.83
92,Thomas Hebert,amccullough@example.net,39,2023-04-24,Oman,33.78
93,Christopher Ryan DDS,xgutierrez@example.com,33,2024-01-02,Saint Martin,61.35
94,Amber Townsend,melody17@example.com,57,2025-06-11,Martinique,5.57
95,Steven Martin,istephens@example.org,41,2023-07-12,French Guiana,72.05
96,Ronald Weber,aaron06@example.net,61,2021-02-18,Samoa,129.34
97,Mr. John Ho,jamesgreen@example.net,28,2022-05-10,Argentina,56.19
98,Kari Bailey,ryanlester@example.org,37,2021-10-30,Jamaica,41.52
99,Megan Bishop,tbruce@example.org,61,2024-08-18,Tonga,220.78
100,Lisa Morris,tolson@example.net,28,2021-12-22,Slovakia (Slovak Republic),421.72
101,Nathan Miller,zgarcia@example.org,59,2023-05-06,Cambodia,56.0
102,Leslie Williams,donaldgarcia@example.com,48,2023-05-10,Ukraine,63.67
103,Charles Davila,angelwarner@example.com,69,2024-09-21,Cuba,78.05
104,Stephen Wells,yrogers@example.com,45,2021-11-12,Wallis and Futuna,240.92
105,Diane Moore,lcruz@example.net,32,2023-12-01,Panama,77.94
106,Timothy Rodriguez,ethancooley@example.net,65,2021-03-18,Philippines,13.39
107,Derek Padilla,michael42@example.com,37,2023-12-20,Gibraltar,5.59
108,Karen Murray,nicole79@example.org,56,2025-01-06,Syrian Arab Republic,11.69
109,Robert Myers,nhorton@example.org,35,2021-07-29,Dominican Republic,262.46
110,Erika Barron,zmartin@example.org,38,2024-09-13,French Southern Territories,354.38
111,Alexandra Hall,williammills@example.org,31,2023-05-04,Azerbaijan,40.04
112,Donald Salazar,itorres@example.net,63,2022-10-18,Sweden,102.55
113,Matthew Schaefer,kathrynbrown@example.com,26,2024-03-04,Guyana,497.13
114,Ariel Mendez,kevin04@example.net,18,2024-09-13,Myanmar,10.44
115,Anthony Weaver,johnsonjoseph@example.org,33,2021-11-01,British Virgin Islands,37.53
116,Linda Leon,clarketroy@example.org,56,2023-07-21,Lebanon,192.44
117,Crystal Erickson,jason42@example.com,23,2024-06-19,Nigeria,186.9
118,Mark Walker,shelly74@example.com,50,2023-05-15,Falkland Islands (Malvinas),29.67
119,Kelly Bryan,meadowsnicole@example.net,20,2024-10-10,Paraguay,4.32
120,Elizabeth Cameron,ryan89@example.com,42,2022-08-17,Saint Martin,33.18
121,Danielle Erickson,dmassey@example.com,58,2020-12-28,Chile,93.64
122,Amy Frazier,ambervalenzuela@example.org,62,2022-07-08,Norfolk Island,67.83
123,Allison Shaw,kscott@example.net,60,2024-08-12,Latvia,70.04
124,Timothy Gomez,virginia09@example.org,52,2024-09-21,South Africa,161.22
125,Lori Brown,rreyes@example.org,66,2020-11-08,Dominica,3.81
126,Richard Moore,bturner@example.com,69,2023-04-02,Holy See (Vatican City State),42.15
127,Keith Lee,tylerjeremy@example.com,29,2022-02-11,Guatemala,41.27
128,Anne Walsh MD,howellamy@example.org,53,2022-05-20,Mexico,26.8
129,Christina Gutierrez,austin45@example.com,23,2025-06-05,Netherlands,32.34
130,Alexis Gamble,burnstimothy@example.com,37,2025-07-17,Mexico,325.87
131,Lynn Duncan,ericfrancis@example.net,69,2022-06-29,Montenegro,108.33
132,April Hernandez,welchdaniel@example.com,63,2023-04-10,Israel,101.02
133,Alexandria Wilson,obarker@example.com,42,2025-03-10,Christmas Island,3.99
134,William Ramos,pacechristine@example.net,50,2021-12-23,Anguilla,147.48
135,Steven Tucker,bnewton@example.net,40,2022-11-10,Lesotho,11.59
136,Chase Humphrey,kmunoz@example.org,57,2022-04-04,Malawi,15.01
137,Michael Moreno,burkeangela@example.net,32,2024-06-30,Netherlands,39.55
138,Joseph Jacobson,brian37@example.org,38,2020-09-07,Belarus,19.33
139,Misty Grant,stevensmith@example.net,42,2022-08-21,Netherlands,23.98
140,Tyler Stanley,matthewmurphy@example.org,21,2024-06-15,Marshall Islands,355.95
141,Tony Wagner,rebeccagriffin@example.org,31,2025-05-20,Saint Helena,144.14
142,Sue Harris,eric17@example.com,21,2022-03-20,Malaysia,52.26
143,Deanna Burns,wparrish@example.net,28,2020-08-27,Fiji,129.81
144,Tracy Hill,lopezcasey@example.net,37,2025-03-26,Pakistan,192.85
145,Brian Jackson,wardmary@example.org,51,2020-12-14,Ireland,29.58
146,Thomas Williams,fbeck@example.org,58,2024-10-19,Vanuatu,26.41
147,David Torres,jenniferglass@example.com,33,2022-02-02,Gibraltar,44.59
148,Lawrence Ramirez,dgomez@example.org,48,2022-04-22,Iran,16.99
149,Melissa Phillips,brandonliu@example.org,44,2023-11-10,Lebanon,32.9
150,Faith Reed,patricialloyd@example.net,23,2020-09-08,Belize,10.41
151,Craig Preston,abrooks@example.com,28,2022-07-08,Jamaica,122.58
152,Jessica Watts,matthewbaker@example.net,33,2023-12-19,Malaysia,141.09
153,Rebecca Jones,davisbrittany@example.com,20,2024-02-29,Pakistan,234.81
154,William Hernandez,rachel46@example.net,41,2023-11-07,Japan,329.08
155,Brittany Padilla,mmendoza@example.org,65,2025-01-29,Lebanon,67.78
156,William Ball,larry16@example.net,35,2023-07-01,Guinea,107.92
157,Jennifer Gonzalez,tina86@example.com,29,2024-12-10,Central African Republic,119.4
158,Andrea Thompson,james76@example.com,69,2024-09-27,Haiti,40.08
159,Mr. Nathan Dunn DVM,powersjoseph@example.com,35,2023-01-02,United Kingdom,58.81
160,Morgan Burke,maybrandy@example.org,38,2024-12-12,Yemen,48.36
161,Micheal Cummings,tracyreid@example.com,59,2021-06-07,Libyan Arab Jamahiriya,2.8
162,Debra Strickland,wcarter@example.org,57,2022-01-05,Holy See (Vatican City State),18.18
163,Erik Meza,kathrynrodgers@example.net,21,2022-05-21,Slovakia (Slovak Republic),88.0
164,Felicia Warner,harveytaylor@example.org,50,2021-10-31,Taiwan,42.4
165,Amber Russo,gonzalestanya@example.net,24,2025-05-17,Congo,75.83
166,Deanna Edwards,oharrell@example.com,47,2023-03-26,Philippines,69.14
167,Crystal Munoz,aliciapayne@example.org,54,2023-08-22,Ethiopia,95.49
168,Timothy Gray,bryantmichael@example.net,55,2023-10-20,Palau,47.22
169,Casey Green,jeffrey25@example.com,48,2022-08-12,Turks and Caicos Islands,125.14
170,Douglas Wilson,julie22@example.com,55,2024-12-07,Tanzania,0.41
171,Lauren Garcia,vfox@example.com,23,2025-02-05,Tajikistan,67.45
172,Heather Richards,brandonvillarreal@example.net,21,2022-08-23,Poland,201.0
173,Jordan Lynch,adam26@example.com,58,2025-02-06,Latvia,219.43
174,Christina House,schultzjeffrey@example.org,21,2023-03-31,Guam,32.12
175,Dana Crawford,mcfarlandrobert@example.org,25,2024-10-20,Cape Verde,54.6
176,Tim Ferguson,mcintyreallison@example.net,39,2021-01-27,Barbados,93.79
177,Lori Gillespie,christy47@example.net,41,2022-09-24,Antarctica (the territory South of 60 deg S),260.53
178,Kristen Jones,kristin80@example.net,66,2025-03-29,Netherlands,140.94
179,Kendra Powers,williamchapman@example.net,61,2023-04-27,British Virgin Islands,32.71
180,Sean Wilson,xmendez@example.net,27,2021-04-02,Peru,50.46
181,Carly Perry,bfuentes@example.net,60,2020-12-31,Montserrat,8.63
182,Aaron Tyler,gloria27@example.net,63,2025-07-02,Tuvalu,47.87
183,Dorothy Berger,andrew70@example.com,58,2024-09-22,Nauru,4.34
184,Miranda Davis,shawn75@example.com,37,2024-06-22,Aruba,101.0
185,Douglas Simpson,rjones@example.com,41,2021-12-16,Turkey,76.17
186,Robert Carroll,boothdavid@example.org,65,2021-03-21,Isle of Man,79.92
187,Melissa Diaz,jacksontara@example.com,23,2025-01-22,Ethiopia,72.08
188,Ashley King,judithbyrd@example.com,36,2022-08-28,Oman,80.48
189,Robin Parsons,andrew91@example.org,24,2022-04-14,American Samoa,11.91
190,Jacob Ortega,campbelljessica@example.org,57,2025-05-25,Bosnia and Herzegovina,37.24
191,Theresa Wright,dana37@example.org,30,2021-01-18,Wallis and Futuna,105.19
192,Christopher Hines,lpierce@example.org,69,2024-08-03,United States Virgin Islands,318.02
193,Lisa Johnson,davishunter@example.com,59,2021-10-16,Finland,303.16
194,Geoffrey Lewis,shawjeffrey@example.org,35,2023-11-19,Vietnam,138.98
195,Derek Bowers,tbradley@example.com,69,2021-01-12,Burkina Faso,86.39
196,David Green,jeffreyeverett@example.net,46,2022-08-19,Italy,122.72
197,Daniel Yang,nhooper@example.com,64,2023-12-07,Hungary,140.67
198,Nancy Rojas,josethornton@example.com,37,2024-04-07,Mauritius,61.25
199,Tyler Doyle,rshaw@example.org,60,2024-07-26,Turkmenistan,10.77
200,Hannah Donaldson,matthew50@example.net,24,2024-04-22,Maldives,180.83
201,Ashley Walker,pprice@example.com,43,2024-02-19,Iceland,19.4
202,Nathan Jones,bnunez@example.com,65,2020-08-22,Myanmar,71.31
203,Christopher Lewis,rioserica@example.com,69,2023-01-12,Guernsey,88.31
204,Hayden Miller,amberkelley@example.com,53,2024-02-02,Comoros,79.3
205,Danielle Bishop,goodmaneddie@example.org,61,2023-02-20,Turkmenistan,197.66
206,Brandon Daugherty,nreynolds@example.org,27,2022-12-19,Liberia,71.83
207,Shelby Rodriguez,curtismaria@example.net,42,2020-09-16,Romania,313.48
208,Dustin Mitchell,barbara49@example.org,42,2020-11-05,Latvia,20.88
209,Lauren Beck,johnsonkaitlyn@example.org,46,2021-02-18,Marshall Islands,62.83
210,Natalie Morales,kemprachel@example.org,60,2025-07-14,Kyrgyz Republic,73.69
211,Douglas Burke,zturner@example.net,26,2021-11-27,Zimbabwe,166.63
212,Thomas Cox,zfernandez@example.org,59,2024-09-28,French Polynesia,73.83
213,Alexandra Whitaker,yflores@example.org,46,2022-03-24,Kuwait,262.85
214,Samuel Graham,matthewwebb@example.com,26,2025-03-18,Burundi,23.56
215,Christopher Cook,bianca57@example.org,60,2024-02-06,Falkland Islands (Malvinas),20.22
216,Joshua Graham,williamhernandez@example.org,32,2022-04-16,Mauritius,76.43
217,Matthew Aguilar,michaelnelson@example.com,28,2024-07-12,United Kingdom,29.25
218,Lauren Stone,fsantana@example.net,37,2022-02-06,Colombia,206.13
219,Morgan Hawkins,nfletcher@example.com,65,2021-05-15,Latvia,41.24
220,Nathan Garcia,kristindougherty@example.org,23,2024-10-25,North Macedonia,21.07
221,Dr. Melissa Smith DDS,stevenruiz@example.net,49,2022-07-03,Azerbaijan,176.1
222,Stephen Mercado,smithchristopher@example.net,56,2024-01-27,Senegal,75.35
223,Michael Aguirre,matthewclayton@example.com,64,2024-11-11,Nauru,202.77
224,Miss Crystal Scott,johncurtis@example.com,53,2023-07-18,Faroe Islands,201.31
225,Mr. Michael Parker,swallace@example.com,58,2021-10-03,Pitcairn Islands,91.95
226,Nancy Brewer,garzamichael@example.org,44,2020-12-01,Guadeloupe,67.35
227,David Hughes,christopher32@example.com,31,2023-12-27,Egypt,15.77
228,Justin Martinez,vholland@example.net,29,2024-04-09,Libyan Arab Jamahiriya,295.88
229,Daniel Williams,derek38@example.org,40,2024-07-31,Bahamas,81.81
230,Jacob Benton,rita06@example.net,55,2021-10-29,Argentina,88.59
231,Michael Rodriguez,hensleyjackie@example.org,55,2023-04-06,Finland,112.87
232,Vincent May,gordonbrian@example.com,26,2023-03-25,Bosnia and Herzegovina,72.71
233,Kenneth Williams DVM,geraldchavez@example.com,23,2023-02-22,Romania,24.4
234,Brian Cuevas,welchdaniel@example.com,31,2024-07-05,American Samoa,32.18
235,Lisa Smith,pgilbert@example.org,26,2021-09-06,Kenya,96.92
236,Hannah Hall,frostguy@example.org,31,2020-10-19,Comoros,167.83
237,Dakota Gates,breannasanford@example.com,48,2025-07-16,Svalbard & Jan Mayen Islands,94.28
238,Charles Moore,heathernewman@example.com,43,2021-10-07,Qatar,10.53
239,Eric Walsh,tgill@example.com,57,2024-01-19,Somalia,16.68
240,David Boyer,samuel00@example.com,28,2020-09-24,Cuba,137.55
241,Justin Preston,bradley71@example.com,52,2022-06-07,Maldives,133.96
242,Michelle Lee,gilmorewilliam@example.net,40,2022-12-02,Falkland Islands (Malvinas),66.55
243,David Buck,laura02@example.org,36,2025-07-04,Svalbard & Jan Mayen Islands,82.27
244,Nicole Gutierrez,wardmelvin@example.net,58,2025-07-13,Antarctica (the territory South of 60 deg S),15.73
245,Casey Villanueva,finleykelly@example.com,55,2025-01-16,Mauritius,87.3
246,Amy Curtis,mark29@example.net,22,2022-11-15,Chile,206.71
247,William Alexander,melinda78@example.org,43,2023-12-30,Timor-Leste,240.38
248,Samuel Davis,melissadavenport@example.net,43,2022-08-04,Georgia,79.7
249,Edward Spence,andrew29@example.org,68,2023-11-25,Hong Kong,108.69
250,Kelly Hardin,brandon80@example.com,64,2023-07-21,Taiwan,117.98
251,Jorge Brown,laurakoch@example.com,44,2023-06-14,Anguilla,66.58
252,Zachary Hensley,pereztamara@example.net,37,2022-05-24,Paraguay,93.86
253,Jason Dominguez,diane41@example.org,62,2021-03-22,Thailand,119.11
254,Tina Ward,jamesjames@example.net,65,2024-05-28,Italy,1.13
255,Carl Moses,victoriawillis@example.org,66,2025-04-19,Venezuela,24.76
256,Amy Rowland,robertwilliams@example.net,62,2021-11-06,British Virgin Islands,83.73
257,Sarah Anderson,crystalbullock@example.net,56,2024-08-03,San Marino,3.66
258,George Baker,tylerowens@example.org,36,2023-11-30,Iraq,22.73
259,David Vaughn,unorman@example.org,23,2020-10-09,British Virgin Islands,93.43
260,Dylan Summers,conradrebecca@example.org,63,2021-05-06,South Africa,46.2
261,Terri Johnson,rcrosby@example.org,26,2023-08-15,Bahrain,109.63
262,Christina Barnes,lgordon@example.net,67,2024-09-14,Korea,108.99
263,Kurt Castillo,fdaugherty@example.org,25,2023-12-01,British Indian Ocean Territory (Chagos Archipelago),125.88
264,Kara Henry,johntorres@example.com,56,2024-11-20,Cape Verde,78.57
265,Erik Nunez,morrisonsierra@example.net,40,2022-11-26,Cameroon,15.91
266,Jennifer Perry,adavis@example.net,42,2020-09-17,Maldives,337.45
267,Melissa Santiago,dmeza@example.net,20,2022-11-30,Rwanda,53.07
268,Susan Palmer DDS,andersonbriana@example.org,53,2021-10-06,Australia,53.29
269,Christopher Reid,moralesemily@example.org,18,2023-01-05,Zimbabwe,275.99
270,Brian Decker,jamiesantiago@example.org,38,2023-05-19,Bosnia and Herzegovina,44.73
271,John Fields,friedmanjay@example.com,29,2024-08-19,Peru,221.82
272,George Brown,melanie11@example.org,52,2023-02-02,Costa Rica,350.01
273,Charlotte Brewer,crystalallen@example.com,34,2025-01-15,Tokelau,447.29
274,William Mitchell,nathan71@example.net,51,2021-10-10,French Southern Territories,93.06
275,Joseph Dickerson,walkerdebbie@example.org,67,2024-09-21,Turks and Caicos Islands,92.16
276,Kyle Morrison,joseph30@example.org,33,2023-03-04,Slovenia,100.01
277,Cameron Hill,peckjohn@example.net,34,2023-08-01,Montserrat,68.48
278,Nicole Watkins,flowersmaria@example.net,23,2021-08-03,France,43.87
279,Gary Snyder,jason95@example.org,66,2022-12-03,Guadeloupe,6.58
280,Jim Padilla MD,amanda25@example.org,36,2025-05-04,Ethiopia,82.95
281,Michael Davis,zbryant@example.org,33,2023-12-12,France,95.06
282,Alexander Holt,stephaniefarmer@example.org,52,2025-03-07,Luxembourg,412.81
283,Brian Moore,nancy88@example.net,38,2020-12-24,British Virgin Islands,12.18
284,Kelly Delacruz,megan42@example.com,33,2025-04-30,Holy See (Vatican City State),105.94
285,Benjamin Butler,velasquezwilliam@example.net,61,2021-12-30,Bolivia,52.83
286,Samantha Maldonado,amayo@example.net,20,2024-08-29,Samoa,24.42
287,Daniel Morgan,anthony97@example.net,20,2021-08-07,Ecuador,51.9
288,Stephanie Fisher,tmccoy@example.net,49,2023-01-09,Netherlands Antilles,191.29
289,Benjamin Hall,nlang@example.org,46,2022-05-08,Martinique,31.99
290,Destiny Tanner,parkslucas@example.org,60,2022-12-25,Uruguay,1.59
291,Christina Gonzalez,qthomas@example.net,43,2021-07-21,Namibia,35.64
292,Angela Taylor,brandonwagner@example.net,40,2021-05-16,Falkland Islands (Malvinas),16.97
293,Jordan Wright,franklopez@example.org,55,2022-01-07,Somalia,85.12
294,Michael Powell,calhounshawn@example.com,40,2024-11-06,Netherlands,198.39
295,Edward Lewis,patrickshaffer@example.com,68,2023-03-21,French Guiana,295.02
296,Melinda Griffin,elizabethsmith@example.org,51,2021-12-11,Dominica,110.83
297,Susan Garcia,anita47@example.org,48,2025-03-01,Mauritania,115.4
298,Amanda Collins,mmeadows@example.net,34,2022-03-30,Grenada,121.11
299,Dustin Guzman,hyang@example.com,53,2024-10-09,Singapore,166.88
300,Donna Lane,osutton@example.com,30,2025-07-12,Chad,53.32
301,Zachary Parks,matthewmartin@example.net,51,2024-05-15,South Africa,149.84
302,Christopher Jackson,kimberlyknight@example.org,47,2021-10-20,United States Minor Outlying Islands,53.83
303,Matthew Murray,darrylwilliams@example.com,45,2023-03-24,Croatia,79.02
304,Ronald Fernandez,michael17@example.org,18,2021-07-20,Germany,39.12
305,Shirley Murray,corey90@example.org,45,2022-08-26,Tajikistan,217.56
306,Kimberly Bailey,rvalentine@example.net,47,2023-11-13,Ghana,103.79
307,Alan Harris,robin76@example.org,39,2025-01-12,North Macedonia,2.37
308,Donna Mitchell,josephroberts@example.net,30,2020-10-12,Micronesia,67.26
309,Jacqueline Chaney DVM,angela44@example.org,47,2022-02-14,India,15.75
310,Charles Hunt,taylorsoto@example.com,51,2021-09-16,Wallis and Futuna,1.95
311,Julie Huffman,kylerichardson@example.com,19,2022-07-22,Sri Lanka,232.18
312,Sean Stewart,xbates@example.net,45,2022-05-26,Panama,41.25
313,Jennifer Hutchinson,jessicagoodman@example.com,27,2024-10-29,Finland,163.85
314,John Mercado,colinbrooks@example.com,21,2024-11-21,Sao Tome and Principe,17.87
315,Jason Stevens,craigpitts@example.net,56,2024-06-06,French Polynesia,5.96
316,Pamela Blair,mccarthybrandy@example.com,64,2021-03-17,Heard Island and McDonald Islands,10.97
317,Kimberly Aguilar,perkinsmark@example.com,36,2025-01-16,Turkmenistan,36.13
318,Billy White,courtney42@example.org,18,2023-12-06,Guam,8.34
319,Donald Sanchez,wendysanchez@example.com,67,2021-10-06,Albania,36.19
320,Tara Padilla,eking@example.com,40,2021-07-20,Guadeloupe,196.22
321,Keith Baker,ashleysmith@example.com,67,2024-03-25,Christmas Island,148.95
322,Chris Mann,scottpeterson@example.com,49,2023-06-14,Saint Barthelemy,125.23
323,Heidi White,taylorrobert@example.com,34,2024-12-02,Korea,86.29
324,Stephanie Smith,gtucker@example.org,41,2021-02-15,China,66.73
325,Michael Jones,alexisthompson@example.net,58,2021-04-06,Croatia,214.16
326,Mr. Terry Martinez,merrittalbert@example.net,48,2020-12-05,Saint Pierre and Miquelon,107.62
327,Michael Myers,onguyen@example.org,64,2020-12-19,Hong Kong,136.49
328,Phillip Clark,melissabennett@example.org,52,2024-08-14,Peru,46.93
329,Jennifer Lee,armstrongbrandi@example.com,21,2025-03-06,Guatemala,216.8
330,Sara Kennedy,marshadrian@example.org,48,2023-10-18,Switzerland,126.51
331,Matthew Reyes,martinezsteve@example.net,37,2022-03-09,Jersey,102.46
332,Joseph Stevens,richardmorrow@example.net,68,2025-05-12,Brunei Darussalam,72.06
333,Christopher Hatfield,tking@example.com,48,2024-02-26,Malawi,27.26
334,Stephanie Walker,angela89@example.com,66,2021-09-13,Australia,166.41
335,Jennifer Hicks,ogonzalez@example.org,54,2020-12-12,Iraq,118.23
336,Anna Harrison,garnererin@example.org,60,2020-09-17,Tuvalu,53.65
337,Henry Warren,amandagutierrez@example.com,50,2021-08-28,Jordan,36.65
338,Derek Peterson,kimjeffrey@example.net,28,2021-03-05,Turkmenistan,4.58
339,Curtis Morris,abrown@example.com,28,2022-01-18,Bermuda,149.68
340,Emily Owens,haynesrachel@example.com,67,2024-04-12,Tuvalu,220.2
341,Russell Mason,asanchez@example.org,58,2021-03-08,Mayotte,221.02
342,Charles Jones,bobbyallen@example.org,59,2024-11-11,Panama,22.2
343,Catherine Moore,ymiller@example.org,40,2022-01-01,Syrian Arab Republic,419.78
344,Jason Medina,emily87@example.net,64,2020-10-14,Ecuador,163.1
345,Jo Bryant,taylor53@example.com,34,2022-06-07,Malta,75.83
346,William Sanford,anthony13@example.org,48,2025-02-17,Niue,141.69
347,John Johnson,francodamon@example.net,34,2021-03-18,Saudi Arabia,161.76
348,Mrs. Virginia Wilson,alison57@example.org,47,2024-01-21,Germany,59.28
349,Steve Silva,hocourtney@example.com,22,2020-11-21,Afghanistan,1.75
